# sequana_coverage thresholds:-3.00,3.00,0.50,0.50 window_size:2001 circular:True gc_window_size:201
# JB409847: [{'mu': 0.85606077220333165, 'sigma': 0.24990500986642308, 'pi': 0.2154707467087344}, {'mu': 1.0075128899677164, 'sigma': 0.049589144912210725, 'pi': 0.78452925329126555}]
chr,pos,cov,gc,rm,scale,zscore
JB409847,10301,1085,0.448,1.08e+03,1.01,-0.0394
JB409847,10302,1096,0.448,1.08e+03,1.01,0.147
JB409847,10303,1094,0.448,1.08e+03,1.01,0.091
JB409847,10304,1094,0.448,1.08e+03,1.01,0.0721
JB409847,10305,1095,0.448,1.08e+03,1.01,0.0908
JB409847,10306,1093,0.453,1.08e+03,1.01,0.0535
JB409847,10307,1085,0.453,1.08e+03,1,-0.133
JB409847,10308,1086,0.453,1.08e+03,1,-0.114
JB409847,10309,1090,0.448,1.08e+03,1.01,-0.0399
JB409847,10310,1092,0.443,1.08e+03,1.01,-0.0214
JB409847,10311,1095,0.443,1.08e+03,1.01,0.0344
JB409847,10312,1099,0.448,1.08e+03,1.01,0.109
JB409847,10313,1096,0.448,1.08e+03,1.01,0.0529
JB409847,10314,1096,0.448,1.08e+03,1.01,0.0529
JB409847,10315,1090,0.448,1.08e+03,1,-0.0586
JB409847,10316,1089,0.443,1.08e+03,1,-0.0772
JB409847,10317,1099,0.448,1.09e+03,1.01,0.0899
JB409847,10318,1101,0.448,1.09e+03,1.01,0.127
JB409847,10319,1100,0.453,1.09e+03,1.01,0.108
JB409847,10320,1102,0.453,1.09e+03,1.01,0.146
JB409847,10321,1105,0.453,1.09e+03,1.02,0.201
JB409847,10322,1102,0.453,1.09e+03,1.01,0.146
JB409847,10323,1107,0.448,1.09e+03,1.02,0.22
JB409847,10324,1105,0.443,1.09e+03,1.02,0.182
JB409847,10325,1106,0.438,1.09e+03,1.02,0.201
JB409847,10326,1108,0.438,1.09e+03,1.02,0.219
JB409847,10327,1108,0.438,1.09e+03,1.02,0.219
JB409847,10328,1109,0.433,1.09e+03,1.02,0.238
JB409847,10329,1110,0.428,1.09e+03,1.02,0.256
JB409847,10330,1113,0.428,1.09e+03,1.02,0.312
JB409847,10331,1113,0.428,1.09e+03,1.02,0.312
JB409847,10332,1117,0.423,1.09e+03,1.03,0.386
JB409847,10333,1119,0.423,1.09e+03,1.03,0.423
JB409847,10334,1118,0.418,1.09e+03,1.03,0.405
JB409847,10335,1120,0.423,1.09e+03,1.03,0.423
JB409847,10336,1122,0.423,1.09e+03,1.03,0.46
JB409847,10337,1122,0.423,1.09e+03,1.03,0.46
JB409847,10338,1123,0.423,1.09e+03,1.03,0.478
JB409847,10339,1125,0.418,1.09e+03,1.03,0.496
JB409847,10340,1126,0.423,1.09e+03,1.03,0.515
JB409847,10341,1133,0.418,1.09e+03,1.04,0.644
JB409847,10342,1132,0.413,1.09e+03,1.04,0.626
JB409847,10343,1127,0.413,1.09e+03,1.03,0.533
JB409847,10344,1130,0.413,1.09e+03,1.04,0.569
JB409847,10345,1129,0.413,1.09e+03,1.03,0.551
JB409847,10346,1126,0.413,1.09e+03,1.03,0.495
JB409847,10347,1126,0.408,1.09e+03,1.03,0.495
JB409847,10348,1129,0.408,1.09e+03,1.03,0.551
JB409847,10349,1126,0.408,1.09e+03,1.03,0.495
JB409847,10350,1121,0.403,1.09e+03,1.03,0.403
JB409847,10351,1118,0.408,1.09e+03,1.02,0.329
JB409847,10352,1116,0.408,1.09e+03,1.02,0.292
JB409847,10353,1114,0.403,1.09e+03,1.02,0.255
JB409847,10354,1111,0.403,1.09e+03,1.02,0.199
JB409847,10355,1108,0.408,1.09e+03,1.01,0.144
JB409847,10356,1110,0.408,1.09e+03,1.02,0.181
JB409847,10357,1111,0.408,1.09e+03,1.02,0.199
JB409847,10358,1111,0.408,1.09e+03,1.02,0.199
JB409847,10359,1113,0.408,1.09e+03,1.02,0.236
JB409847,10360,1118,0.403,1.09e+03,1.02,0.31
JB409847,10361,1118,0.403,1.09e+03,1.02,0.31
JB409847,10362,1120,0.403,1.09e+03,1.02,0.347
JB409847,10363,1118,0.408,1.09e+03,1.02,0.31
JB409847,10364,1120,0.403,1.09e+03,1.02,0.347
JB409847,10365,1125,0.403,1.09e+03,1.03,0.439
JB409847,10366,1126,0.403,1.09e+03,1.03,0.457
JB409847,10367,1124,0.398,1.09e+03,1.03,0.401
JB409847,10368,1124,0.398,1.09e+03,1.03,0.401
JB409847,10369,1123,0.398,1.09e+03,1.03,0.383
JB409847,10370,1123,0.398,1.09e+03,1.03,0.383
JB409847,10371,1124,0.398,1.09e+03,1.03,0.401
JB409847,10372,1130,0.393,1.09e+03,1.03,0.512
JB409847,10373,1129,0.398,1.09e+03,1.03,0.494
JB409847,10374,1126,0.398,1.09e+03,1.03,0.438
JB409847,10375,1127,0.393,1.09e+03,1.03,0.457
JB409847,10376,1129,0.393,1.09e+03,1.03,0.494
JB409847,10377,1128,0.388,1.09e+03,1.03,0.475
JB409847,10378,1130,0.388,1.09e+03,1.03,0.512
JB409847,10379,1131,0.388,1.09e+03,1.03,0.531
JB409847,10380,1131,0.393,1.09e+03,1.03,0.531
JB409847,10381,1133,0.393,1.1e+03,1.03,0.548
JB409847,10382,1133,0.398,1.1e+03,1.03,0.548
JB409847,10383,1126,0.393,1.1e+03,1.03,0.419
JB409847,10384,1126,0.393,1.1e+03,1.03,0.419
JB409847,10385,1126,0.388,1.1e+03,1.03,0.419
JB409847,10386,1127,0.388,1.1e+03,1.03,0.419
JB409847,10387,1123,0.393,1.1e+03,1.02,0.345
JB409847,10388,1124,0.393,1.1e+03,1.03,0.364
JB409847,10389,1129,0.398,1.1e+03,1.03,0.456
JB409847,10390,1130,0.398,1.1e+03,1.03,0.474
JB409847,10391,1134,0.398,1.1e+03,1.03,0.548
JB409847,10392,1133,0.398,1.1e+03,1.03,0.51
JB409847,10393,1146,0.398,1.1e+03,1.04,0.749
JB409847,10394,1141,0.398,1.1e+03,1.04,0.657
JB409847,10395,1142,0.393,1.1e+03,1.04,0.657
JB409847,10396,1139,0.398,1.1e+03,1.04,0.582
JB409847,10397,1140,0.398,1.1e+03,1.04,0.601
JB409847,10398,1138,0.393,1.1e+03,1.04,0.564
JB409847,10399,1138,0.388,1.1e+03,1.04,0.564
JB409847,10400,1136,0.383,1.1e+03,1.03,0.527
JB409847,10401,1135,0.383,1.1e+03,1.03,0.509
JB409847,10402,1141,0.383,1.1e+03,1.04,0.619
JB409847,10403,1139,0.388,1.1e+03,1.04,0.563
JB409847,10404,1135,0.388,1.1e+03,1.03,0.49
JB409847,10405,1143,0.393,1.1e+03,1.04,0.637
JB409847,10406,1143,0.393,1.1e+03,1.04,0.637
JB409847,10407,1140,0.398,1.1e+03,1.04,0.582
JB409847,10408,1135,0.398,1.1e+03,1.03,0.49
JB409847,10409,1134,0.393,1.1e+03,1.03,0.453
JB409847,10410,1135,0.388,1.1e+03,1.03,0.471
JB409847,10411,1132,0.383,1.1e+03,1.03,0.416
JB409847,10412,1127,0.388,1.1e+03,1.02,0.306
JB409847,10413,1130,0.393,1.1e+03,1.03,0.361
JB409847,10414,1124,0.393,1.1e+03,1.02,0.251
JB409847,10415,1120,0.393,1.1e+03,1.02,0.178
JB409847,10416,1121,0.393,1.1e+03,1.02,0.196
JB409847,10417,1124,0.388,1.1e+03,1.02,0.232
JB409847,10418,1121,0.388,1.1e+03,1.02,0.178
JB409847,10419,1121,0.393,1.1e+03,1.02,0.178
JB409847,10420,1125,0.393,1.1e+03,1.02,0.232
JB409847,10421,1121,0.388,1.1e+03,1.02,0.159
JB409847,10422,1121,0.383,1.10e+03,1.01,0.14
JB409847,10423,1113,0.388,1.10e+03,1.01,-0.00551
JB409847,10424,1110,0.393,1.10e+03,1,-0.0603
JB409847,10425,1111,0.393,1.10e+03,1.01,-0.042
JB409847,10426,1111,0.393,1.10e+03,1.01,-0.042
JB409847,10427,1112,0.388,1.10e+03,1.01,-0.0238
JB409847,10428,1109,0.388,1.10e+03,1,-0.0785
JB409847,10429,1109,0.393,1.11e+03,1,-0.0968
JB409847,10430,1108,0.398,1.11e+03,1,-0.115
JB409847,10431,1104,0.403,1.11e+03,0.998,-0.188
JB409847,10432,1110,0.403,1.11e+03,1,-0.0786
JB409847,10433,1112,0.408,1.11e+03,1,-0.0604
JB409847,10434,1110,0.408,1.11e+03,1,-0.0969
JB409847,10435,1109,0.413,1.11e+03,1,-0.115
JB409847,10436,1112,0.408,1.11e+03,1,-0.0604
JB409847,10437,1115,0.408,1.11e+03,1.01,-0.00577
JB409847,10438,1115,0.408,1.11e+03,1.01,-0.0241
JB409847,10439,1114,0.413,1.11e+03,1.01,-0.0423
JB409847,10440,1109,0.408,1.11e+03,1,-0.133
JB409847,10441,1116,0.413,1.11e+03,1.01,-0.0059
JB409847,10442,1120,0.408,1.11e+03,1.01,0.0669
JB409847,10443,1116,0.408,1.11e+03,1.01,-0.0059
JB409847,10444,1112,0.413,1.11e+03,1,-0.0787
JB409847,10445,1116,0.418,1.11e+03,1.01,-0.0059
JB409847,10446,1117,0.418,1.11e+03,1.01,0.0123
JB409847,10447,1117,0.418,1.11e+03,1.01,0.0123
JB409847,10448,1115,0.418,1.11e+03,1.01,-0.0424
JB409847,10449,1119,0.418,1.11e+03,1.01,0.0303
JB409847,10450,1118,0.418,1.11e+03,1.01,0.0122
JB409847,10451,1123,0.418,1.11e+03,1.01,0.103
JB409847,10452,1126,0.423,1.11e+03,1.02,0.158
JB409847,10453,1124,0.423,1.11e+03,1.01,0.121
JB409847,10454,1128,0.423,1.11e+03,1.02,0.194
JB409847,10455,1127,0.423,1.11e+03,1.02,0.157
JB409847,10456,1126,0.428,1.11e+03,1.01,0.139
JB409847,10457,1123,0.428,1.11e+03,1.01,0.0847
JB409847,10458,1121,0.428,1.11e+03,1.01,0.0483
JB409847,10459,1129,0.433,1.11e+03,1.02,0.194
JB409847,10460,1129,0.433,1.11e+03,1.02,0.194
JB409847,10461,1135,0.438,1.11e+03,1.02,0.303
JB409847,10462,1139,0.438,1.11e+03,1.03,0.375
JB409847,10463,1141,0.433,1.11e+03,1.03,0.412
JB409847,10464,1139,0.433,1.11e+03,1.03,0.375
JB409847,10465,1138,0.428,1.11e+03,1.03,0.357
JB409847,10466,1134,0.428,1.11e+03,1.02,0.285
JB409847,10467,1135,0.428,1.11e+03,1.02,0.303
JB409847,10468,1132,0.433,1.11e+03,1.02,0.248
JB409847,10469,1129,0.433,1.11e+03,1.02,0.194
JB409847,10470,1136,0.433,1.11e+03,1.02,0.321
JB409847,10471,1135,0.433,1.11e+03,1.02,0.303
JB409847,10472,1130,0.438,1.11e+03,1.02,0.193
JB409847,10473,1131,0.443,1.11e+03,1.02,0.212
JB409847,10474,1139,0.438,1.11e+03,1.03,0.357
JB409847,10475,1139,0.438,1.11e+03,1.03,0.357
JB409847,10476,1142,0.438,1.11e+03,1.03,0.411
JB409847,10477,1146,0.433,1.11e+03,1.03,0.484
JB409847,10478,1146,0.438,1.11e+03,1.03,0.484
JB409847,10479,1147,0.438,1.11e+03,1.03,0.502
JB409847,10480,1147,0.438,1.11e+03,1.03,0.502
JB409847,10481,1142,0.443,1.11e+03,1.03,0.411
JB409847,10482,1144,0.443,1.11e+03,1.03,0.447
JB409847,10483,1142,0.438,1.11e+03,1.03,0.411
JB409847,10484,1139,0.438,1.11e+03,1.03,0.357
JB409847,10485,1135,0.433,1.11e+03,1.02,0.284
JB409847,10486,1134,0.428,1.11e+03,1.02,0.266
JB409847,10487,1138,0.423,1.11e+03,1.02,0.32
JB409847,10488,1143,0.423,1.11e+03,1.03,0.411
JB409847,10489,1140,0.423,1.11e+03,1.03,0.356
JB409847,10490,1142,0.418,1.11e+03,1.03,0.393
JB409847,10491,1143,0.418,1.11e+03,1.03,0.411
JB409847,10492,1140,0.413,1.11e+03,1.03,0.356
JB409847,10493,1139,0.413,1.11e+03,1.02,0.338
JB409847,10494,1143,0.408,1.11e+03,1.03,0.411
JB409847,10495,1146,0.408,1.11e+03,1.03,0.465
JB409847,10496,1148,0.413,1.11e+03,1.03,0.501
JB409847,10497,1150,0.413,1.11e+03,1.03,0.519
JB409847,10498,1154,0.413,1.11e+03,1.04,0.591
JB409847,10499,1158,0.418,1.11e+03,1.04,0.664
JB409847,10500,1160,0.418,1.11e+03,1.04,0.7
JB409847,10501,1162,0.418,1.11e+03,1.04,0.736
JB409847,10502,1162,0.418,1.11e+03,1.04,0.736
JB409847,10503,1165,0.423,1.11e+03,1.05,0.791
JB409847,10504,1165,0.423,1.11e+03,1.05,0.791
JB409847,10505,1166,0.423,1.11e+03,1.05,0.809
JB409847,10506,1162,0.418,1.11e+03,1.04,0.736
JB409847,10507,1166,0.413,1.11e+03,1.05,0.809
JB409847,10508,1166,0.418,1.11e+03,1.05,0.809
JB409847,10509,1167,0.418,1.11e+03,1.05,0.827
JB409847,10510,1175,0.418,1.11e+03,1.06,0.972
JB409847,10511,1174,0.423,1.11e+03,1.05,0.954
JB409847,10512,1175,0.428,1.11e+03,1.06,0.972
JB409847,10513,1175,0.423,1.11e+03,1.05,0.953
JB409847,10514,1173,0.428,1.11e+03,1.05,0.917
JB409847,10515,1173,0.428,1.11e+03,1.05,0.917
JB409847,10516,1177,0.433,1.11e+03,1.06,0.989
JB409847,10517,1176,0.438,1.11e+03,1.06,0.971
JB409847,10518,1178,0.433,1.11e+03,1.06,1.01
JB409847,10519,1180,0.438,1.11e+03,1.06,1.04
JB409847,10520,1180,0.438,1.11e+03,1.06,1.04
JB409847,10521,1180,0.438,1.11e+03,1.06,1.04
JB409847,10522,1181,0.438,1.11e+03,1.06,1.06
JB409847,10523,1179,0.443,1.11e+03,1.06,1.03
JB409847,10524,1178,0.443,1.11e+03,1.06,1.01
JB409847,10525,1178,0.448,1.11e+03,1.06,1.01
JB409847,10526,1184,0.453,1.11e+03,1.06,1.12
JB409847,10527,1185,0.453,1.11e+03,1.06,1.13
JB409847,10528,1183,0.453,1.12e+03,1.06,1.08
JB409847,10529,1181,0.453,1.12e+03,1.06,1.04
JB409847,10530,1181,0.458,1.12e+03,1.06,1.04
JB409847,10531,1180,0.458,1.12e+03,1.06,1.02
JB409847,10532,1179,0.458,1.12e+03,1.06,1.01
JB409847,10533,1183,0.463,1.12e+03,1.06,1.08
JB409847,10534,1180,0.468,1.12e+03,1.06,1.02
JB409847,10535,1181,0.473,1.12e+03,1.06,1.04
JB409847,10536,1181,0.468,1.12e+03,1.06,1.04
JB409847,10537,1182,0.468,1.12e+03,1.06,1.06
JB409847,10538,1184,0.468,1.12e+03,1.06,1.1
JB409847,10539,1182,0.468,1.12e+03,1.06,1.06
JB409847,10540,1178,0.468,1.12e+03,1.06,0.988
JB409847,10541,1183,0.468,1.12e+03,1.06,1.08
JB409847,10542,1179,0.468,1.12e+03,1.06,1.01
JB409847,10543,1186,0.468,1.12e+03,1.06,1.13
JB409847,10544,1186,0.468,1.12e+03,1.06,1.13
JB409847,10545,1181,0.463,1.12e+03,1.06,1.04
JB409847,10546,1180,0.468,1.12e+03,1.06,1.02
JB409847,10547,1181,0.468,1.12e+03,1.06,1.04
JB409847,10548,1177,0.468,1.12e+03,1.06,0.97
JB409847,10549,1184,0.463,1.12e+03,1.06,1.1
JB409847,10550,1180,0.463,1.12e+03,1.06,1.02
JB409847,10551,1182,0.463,1.12e+03,1.06,1.06
JB409847,10552,1178,0.463,1.12e+03,1.06,0.988
JB409847,10553,1178,0.458,1.12e+03,1.06,0.988
JB409847,10554,1183,0.463,1.12e+03,1.06,1.08
JB409847,10555,1180,0.458,1.12e+03,1.06,1.02
JB409847,10556,1180,0.458,1.12e+03,1.06,1.02
JB409847,10557,1176,0.458,1.12e+03,1.05,0.952
JB409847,10558,1177,0.458,1.12e+03,1.06,0.97
JB409847,10559,1182,0.458,1.12e+03,1.06,1.06
JB409847,10560,1182,0.458,1.12e+03,1.06,1.06
JB409847,10561,1183,0.463,1.12e+03,1.06,1.08
JB409847,10562,1183,0.458,1.12e+03,1.06,1.08
JB409847,10563,1181,0.458,1.12e+03,1.06,1.04
JB409847,10564,1182,0.453,1.12e+03,1.06,1.06
JB409847,10565,1181,0.458,1.12e+03,1.06,1.04
JB409847,10566,1177,0.453,1.12e+03,1.06,0.97
JB409847,10567,1175,0.453,1.12e+03,1.05,0.934
JB409847,10568,1178,0.458,1.12e+03,1.06,0.988
JB409847,10569,1183,0.453,1.12e+03,1.06,1.08
JB409847,10570,1179,0.458,1.12e+03,1.06,1.01
JB409847,10571,1177,0.458,1.12e+03,1.06,0.97
JB409847,10572,1176,0.453,1.12e+03,1.05,0.952
JB409847,10573,1175,0.458,1.12e+03,1.05,0.934
JB409847,10574,1176,0.453,1.12e+03,1.05,0.952
JB409847,10575,1174,0.458,1.12e+03,1.05,0.916
JB409847,10576,1173,0.458,1.12e+03,1.05,0.897
JB409847,10577,1176,0.463,1.12e+03,1.05,0.952
JB409847,10578,1176,0.463,1.12e+03,1.05,0.952
JB409847,10579,1183,0.463,1.12e+03,1.06,1.08
JB409847,10580,1183,0.458,1.12e+03,1.06,1.08
JB409847,10581,1186,0.453,1.12e+03,1.06,1.13
JB409847,10582,1188,0.448,1.12e+03,1.07,1.17
JB409847,10583,1184,0.443,1.12e+03,1.06,1.1
JB409847,10584,1183,0.443,1.12e+03,1.06,1.08
JB409847,10585,1183,0.448,1.12e+03,1.06,1.08
JB409847,10586,1186,0.448,1.12e+03,1.06,1.13
JB409847,10587,1186,0.453,1.12e+03,1.06,1.13
JB409847,10588,1187,0.448,1.12e+03,1.06,1.15
JB409847,10589,1188,0.443,1.12e+03,1.07,1.17
JB409847,10590,1186,0.438,1.12e+03,1.06,1.13
JB409847,10591,1186,0.443,1.12e+03,1.06,1.13
JB409847,10592,1184,0.443,1.12e+03,1.06,1.1
JB409847,10593,1184,0.448,1.12e+03,1.06,1.1
JB409847,10594,1182,0.448,1.12e+03,1.06,1.06
JB409847,10595,1184,0.443,1.12e+03,1.06,1.1
JB409847,10596,1183,0.443,1.12e+03,1.06,1.08
JB409847,10597,1185,0.443,1.12e+03,1.06,1.11
JB409847,10598,1190,0.438,1.12e+03,1.07,1.2
JB409847,10599,1193,0.438,1.12e+03,1.07,1.26
JB409847,10600,1192,0.443,1.12e+03,1.07,1.24
JB409847,10601,1189,0.448,1.12e+03,1.07,1.19
JB409847,10602,1184,0.448,1.12e+03,1.06,1.1
JB409847,10603,1181,0.448,1.12e+03,1.06,1.04
JB409847,10604,1184,0.443,1.12e+03,1.06,1.1
JB409847,10605,1184,0.443,1.12e+03,1.06,1.1
JB409847,10606,1187,0.443,1.12e+03,1.06,1.15
JB409847,10607,1180,0.448,1.12e+03,1.06,1.02
JB409847,10608,1186,0.443,1.12e+03,1.06,1.13
JB409847,10609,1187,0.448,1.12e+03,1.06,1.15
JB409847,10610,1186,0.453,1.12e+03,1.06,1.13
JB409847,10611,1181,0.453,1.12e+03,1.06,1.04
JB409847,10612,1180,0.458,1.12e+03,1.06,1.02
JB409847,10613,1175,0.453,1.12e+03,1.05,0.934
JB409847,10614,1175,0.453,1.12e+03,1.05,0.934
JB409847,10615,1165,0.453,1.12e+03,1.04,0.753
JB409847,10616,1160,0.458,1.12e+03,1.04,0.662
JB409847,10617,1161,0.458,1.12e+03,1.04,0.68
JB409847,10618,1158,0.463,1.12e+03,1.04,0.626
JB409847,10619,1162,0.458,1.12e+03,1.04,0.699
JB409847,10620,1164,0.458,1.12e+03,1.04,0.735
JB409847,10621,1166,0.463,1.12e+03,1.05,0.771
JB409847,10622,1162,0.463,1.12e+03,1.04,0.699
JB409847,10623,1162,0.468,1.12e+03,1.04,0.699
JB409847,10624,1161,0.463,1.12e+03,1.04,0.68
JB409847,10625,1165,0.458,1.12e+03,1.04,0.753
JB409847,10626,1167,0.458,1.12e+03,1.05,0.789
JB409847,10627,1166,0.458,1.12e+03,1.05,0.771
JB409847,10628,1167,0.463,1.12e+03,1.05,0.789
JB409847,10629,1166,0.463,1.12e+03,1.05,0.771
JB409847,10630,1169,0.458,1.12e+03,1.05,0.825
JB409847,10631,1167,0.458,1.12e+03,1.05,0.789
JB409847,10632,1169,0.453,1.12e+03,1.05,0.825
JB409847,10633,1171,0.458,1.12e+03,1.05,0.861
JB409847,10634,1172,0.453,1.12e+03,1.05,0.879
JB409847,10635,1171,0.458,1.12e+03,1.05,0.861
JB409847,10636,1167,0.458,1.12e+03,1.05,0.789
JB409847,10637,1172,0.458,1.12e+03,1.05,0.879
JB409847,10638,1167,0.458,1.12e+03,1.05,0.789
JB409847,10639,1164,0.463,1.12e+03,1.04,0.735
JB409847,10640,1161,0.458,1.12e+03,1.04,0.68
JB409847,10641,1162,0.458,1.12e+03,1.04,0.699
JB409847,10642,1162,0.458,1.12e+03,1.04,0.699
JB409847,10643,1164,0.458,1.12e+03,1.04,0.735
JB409847,10644,1162,0.458,1.12e+03,1.04,0.699
JB409847,10645,1158,0.453,1.12e+03,1.04,0.626
JB409847,10646,1155,0.448,1.12e+03,1.04,0.572
JB409847,10647,1149,0.448,1.12e+03,1.03,0.463
JB409847,10648,1149,0.448,1.12e+03,1.03,0.463
JB409847,10649,1153,0.453,1.12e+03,1.03,0.536
JB409847,10650,1151,0.448,1.12e+03,1.03,0.5
JB409847,10651,1148,0.443,1.12e+03,1.03,0.445
JB409847,10652,1146,0.443,1.12e+03,1.03,0.409
JB409847,10653,1149,0.443,1.12e+03,1.03,0.463
JB409847,10654,1148,0.443,1.12e+03,1.03,0.445
JB409847,10655,1148,0.443,1.12e+03,1.03,0.445
JB409847,10656,1146,0.438,1.12e+03,1.03,0.409
JB409847,10657,1148,0.433,1.12e+03,1.03,0.445
JB409847,10658,1146,0.433,1.12e+03,1.03,0.409
JB409847,10659,1144,0.433,1.12e+03,1.03,0.373
JB409847,10660,1143,0.433,1.12e+03,1.03,0.355
JB409847,10661,1144,0.428,1.12e+03,1.03,0.373
JB409847,10662,1147,0.428,1.12e+03,1.03,0.427
JB409847,10663,1145,0.433,1.12e+03,1.03,0.391
JB409847,10664,1142,0.433,1.12e+03,1.02,0.337
JB409847,10665,1142,0.438,1.12e+03,1.02,0.337
JB409847,10666,1145,0.438,1.12e+03,1.03,0.391
JB409847,10667,1148,0.438,1.12e+03,1.03,0.445
JB409847,10668,1149,0.443,1.12e+03,1.03,0.463
JB409847,10669,1150,0.438,1.12e+03,1.03,0.482
JB409847,10670,1150,0.433,1.12e+03,1.03,0.482
JB409847,10671,1148,0.433,1.12e+03,1.03,0.445
JB409847,10672,1145,0.433,1.12e+03,1.03,0.391
JB409847,10673,1146,0.428,1.12e+03,1.03,0.409
JB409847,10674,1146,0.428,1.12e+03,1.03,0.409
JB409847,10675,1148,0.433,1.12e+03,1.03,0.445
JB409847,10676,1150,0.428,1.12e+03,1.03,0.482
JB409847,10677,1153,0.428,1.12e+03,1.03,0.536
JB409847,10678,1156,0.428,1.12e+03,1.04,0.59
JB409847,10679,1154,0.423,1.12e+03,1.03,0.554
JB409847,10680,1152,0.423,1.12e+03,1.03,0.518
JB409847,10681,1155,0.423,1.12e+03,1.04,0.572
JB409847,10682,1155,0.423,1.12e+03,1.04,0.572
JB409847,10683,1148,0.418,1.12e+03,1.03,0.445
JB409847,10684,1149,0.423,1.12e+03,1.03,0.463
JB409847,10685,1145,0.418,1.12e+03,1.03,0.391
JB409847,10686,1145,0.418,1.12e+03,1.03,0.391
JB409847,10687,1142,0.418,1.12e+03,1.02,0.337
JB409847,10688,1145,0.418,1.12e+03,1.03,0.391
JB409847,10689,1143,0.418,1.12e+03,1.03,0.355
JB409847,10690,1139,0.418,1.12e+03,1.02,0.283
JB409847,10691,1139,0.423,1.12e+03,1.02,0.283
JB409847,10692,1137,0.423,1.12e+03,1.02,0.246
JB409847,10693,1138,0.428,1.12e+03,1.02,0.264
JB409847,10694,1138,0.428,1.12e+03,1.02,0.264
JB409847,10695,1136,0.433,1.12e+03,1.02,0.228
JB409847,10696,1132,0.433,1.12e+03,1.02,0.156
JB409847,10697,1135,0.428,1.12e+03,1.02,0.21
JB409847,10698,1134,0.433,1.12e+03,1.02,0.192
JB409847,10699,1138,0.433,1.12e+03,1.02,0.264
JB409847,10700,1137,0.428,1.12e+03,1.02,0.246
JB409847,10701,1140,0.428,1.12e+03,1.02,0.301
JB409847,10702,1142,0.423,1.12e+03,1.02,0.337
JB409847,10703,1140,0.423,1.12e+03,1.02,0.301
JB409847,10704,1138,0.418,1.12e+03,1.02,0.264
JB409847,10705,1140,0.418,1.12e+03,1.02,0.301
JB409847,10706,1143,0.418,1.12e+03,1.03,0.355
JB409847,10707,1138,0.418,1.12e+03,1.02,0.264
JB409847,10708,1131,0.418,1.12e+03,1.01,0.138
JB409847,10709,1131,0.418,1.12e+03,1.01,0.138
JB409847,10710,1129,0.423,1.12e+03,1.01,0.102
JB409847,10711,1125,0.423,1.12e+03,1.01,0.0294
JB409847,10712,1122,0.423,1.12e+03,1.01,-0.0249
JB409847,10713,1124,0.418,1.12e+03,1.01,0.0113
JB409847,10714,1126,0.423,1.12e+03,1.01,0.0474
JB409847,10715,1124,0.418,1.12e+03,1.01,0.0113
JB409847,10716,1130,0.418,1.12e+03,1.01,0.12
JB409847,10717,1128,0.413,1.12e+03,1.01,0.0836
JB409847,10718,1129,0.408,1.12e+03,1.01,0.102
JB409847,10719,1122,0.413,1.12e+03,1.01,-0.0249
JB409847,10720,1125,0.408,1.12e+03,1.01,0.0294
JB409847,10721,1127,0.403,1.12e+03,1.01,0.0655
JB409847,10722,1125,0.403,1.12e+03,1.01,0.0294
JB409847,10723,1130,0.403,1.12e+03,1.01,0.12
JB409847,10724,1131,0.403,1.12e+03,1.01,0.138
JB409847,10725,1132,0.408,1.12e+03,1.02,0.156
JB409847,10726,1133,0.403,1.12e+03,1.02,0.174
JB409847,10727,1132,0.398,1.12e+03,1.02,0.156
JB409847,10728,1129,0.398,1.12e+03,1.01,0.102
JB409847,10729,1130,0.398,1.12e+03,1.01,0.12
JB409847,10730,1128,0.403,1.12e+03,1.01,0.0836
JB409847,10731,1125,0.398,1.12e+03,1.01,0.0294
JB409847,10732,1129,0.398,1.12e+03,1.01,0.102
JB409847,10733,1128,0.398,1.12e+03,1.01,0.0836
JB409847,10734,1123,0.393,1.12e+03,1.01,-0.00682
JB409847,10735,1129,0.388,1.12e+03,1.01,0.102
JB409847,10736,1134,0.383,1.12e+03,1.02,0.192
JB409847,10737,1133,0.383,1.12e+03,1.02,0.174
JB409847,10738,1122,0.388,1.12e+03,1.01,-0.0249
JB409847,10739,1122,0.388,1.12e+03,1.01,-0.0249
JB409847,10740,1121,0.388,1.12e+03,1.01,-0.043
JB409847,10741,1121,0.388,1.12e+03,1.01,-0.043
JB409847,10742,1121,0.383,1.12e+03,1.01,-0.043
JB409847,10743,1124,0.388,1.12e+03,1.01,0.0113
JB409847,10744,1122,0.388,1.12e+03,1.01,-0.0249
JB409847,10745,1124,0.393,1.12e+03,1.01,0.0113
JB409847,10746,1123,0.393,1.12e+03,1.01,-0.00682
JB409847,10747,1117,0.388,1.12e+03,1,-0.115
JB409847,10748,1113,0.383,1.12e+03,0.998,-0.188
JB409847,10749,1111,0.388,1.12e+03,0.996,-0.224
JB409847,10750,1110,0.388,1.12e+03,0.996,-0.242
JB409847,10751,1108,0.393,1.12e+03,0.994,-0.278
JB409847,10752,1103,0.398,1.12e+03,0.989,-0.369
JB409847,10753,1105,0.398,1.12e+03,0.991,-0.332
JB409847,10754,1107,0.403,1.12e+03,0.993,-0.296
JB409847,10755,1100,0.398,1.12e+03,0.987,-0.423
JB409847,10756,1093,0.403,1.12e+03,0.98,-0.549
JB409847,10757,1092,0.403,1.12e+03,0.979,-0.567
JB409847,10758,1092,0.403,1.12e+03,0.979,-0.567
